td_id,ordenes,money,CuadranteMoney,CuadranteOrdenes,Cuadrante_Final
005a5418-c41f-4a6b-bd27-613d2c13e144,4,122000.0,Warm,Regular,"2,2"
005dbb43-21ef-452e-a6ab-3788df4f429c,5,241916.66999999998,Hot,Top,"3,3"
00647caa-77c2-474e-8814-65333cf0174d,2,114000.0,Warm,Newbie,"2,1"
0066975dcef8ad1dabf8fa77795f806c47a050d52615f5ee982c299511854b21,4,68841.23,Cold,Regular,"1,2"
0066ec30ed2e4b2afc1683038a065bb8c20146ab5d1962a4c5a617235810657d,3,170160.0,Warm,Regular,"2,2"
0068148b-cd26-4b5f-8478-5af4ef10f74b,6,581499.36,Hot,Top,"3,3"
0069b3d3-1efb-4050-aac0-5b50cd21ec25,2,143749.16,Warm,Newbie,"2,1"
006b1214f0f02f199e6c5d701f726a176bf6ff189d6d548a7d0f917985e9b17e,5,77735.86,Cold,Top,"1,3"
006c35405199515b50624df24de2377ca79dc18a6eee492202e15eed9f44d704,2,28340.0,Cold,Newbie,"1,1"
006cbea59bd5e90c8c360741a2ccd38d8c27a598ac2ce814c71ff8e68c6d493b,3,104753.75,Warm,Regular,"2,2"
006d234d066fe376e1dcf5a40081805082cb3cc7c1aeb98cd8b15d2d34e01f39,2,164259.41999999998,Warm,Newbie,"2,1"
006db3bb943fdff39a9b67022f9a2cad9040f26f5add83d4cdb215a10be38ea2,9,138449.65999999997,Warm,Top,"2,3"
006eef3e-2386-4464-ad3e-d6cbcc87143b,2,246400.0,Hot,Newbie,"3,1"
006f4c56393654f93d6f714f3236f04d7ccadd3907cf95a7fad3a3c3f2cb88ea,3,62281.99,Cold,Regular,"1,2"
007034d7654176cd0b4a685253ff516ddc090e399814a545688a79478ad19eec,3,84096.44,Cold,Regular,"1,2"
0070623206c9ea183324502b71292c9d7cc5477eea7e1aa424eabeaa04db778b,3,123990.0,Warm,Regular,"2,2"
00737377b01c5e90532ed83456cd166607d84155389217822966109d359e726c,2,113998.0,Warm,Newbie,"2,1"
007431dc-a14f-4fab-b7bf-59e200ed164d,9,621919.6799999999,Hot,Top,"3,3"
00758892613dec18840f500251374bd0911d9626007fb87ae4c2e028d6406fc4,3,100480.98999999999,Warm,Regular,"2,2"
00764dc06233e8844917bdb62c86944bcc053d35642a6dbee2500075c0c43e0b,2,41999.58,Cold,Newbie,"1,1"
0079a49740c7567dda9a61b92451417e652dba46cbc55fc3bedc5483647d2dac,2,121500.0,Warm,Newbie,"2,1"
0079db88a6d463d710d2c23c221d57b8a41ef4a9dc40dd0170c8c524cc280f3e,2,44120.0,Cold,Newbie,"1,1"
0081bc94-aa66-4501-a344-60111173301c,3,37499.76,Cold,Regular,"1,2"
00838e7f-fdcd-4ed5-9aea-69ce11c2c7c7,7,138000.0,Warm,Top,"2,3"
008423f9efc0f8f4ce74e887d8f920e19f4e284afd22e57878de9d9f12e45c30,4,204340.0,Hot,Regular,"3,2"
008513f6504e4fa9af04d5db3d2f6958391047d53be2bc23c61adb39cfa136c3,2,119996.64,Warm,Newbie,"2,1"
00858514ba1ce0b34f973d9e53dcc228f7a259adf01cd94369da991a5c32fd3a,2,140000.0,Warm,Newbie,"2,1"
008596bb0c135c51b3ccff03f585ffee2af5a6e682782dafaf246668a826caa2,3,86100.0,Cold,Regular,"1,2"
0089245f7905827d80d85bbc42de8db2e51e3017bedb2b36517b72625b696f70,7,354837.61,Hot,Top,"3,3"
008977615690f6d4d7db01274fd22f7f9fed77abefafc74d80418614345f3242,6,273914.41000000003,Hot,Top,"3,3"
008d0a1f4155919d80741fa0d5241496d17dc67304e689c1f3825b81be48afd8,53,1272846.7200000002,Hot,Top,"3,3"
009051aa-ebe6-4584-94fe-c694e134c995,6,162073.89,Warm,Top,"2,3"
00953c3434d30df3e90e3f23c74f11a5636d5d3eed8d429db8b2ddd84d8024c0,6,382196.83999999997,Hot,Top,"3,3"
00954e6cb234553405d9640a2aec046ac601288e68b4db1691226fbfbbd300f9,3,80800.0,Cold,Regular,"1,2"
0095589e66a348ec2a75ea6f57b893a68902f6c752d7caffed3e211bbee27d5d,14,1062931.0699999998,Hot,Top,"3,3"
0095af14a042012d4b5088ba9c6415a40a871a93f13a128a639def8cd66774bc,2,123500.0,Warm,Newbie,"2,1"
009679e1-5347-4055-9600-aa0c7c934631,2,119613.04000000001,Warm,Newbie,"2,1"
009701a320196f72530cd0e914bdf9fa2ead20a93493cb56883b0af95e17e8c4,2,61000.0,Cold,Newbie,"1,1"
00982100-1a2f-484c-97ba-6ee85a2709fc,2,69999.68,Cold,Newbie,"1,1"
009840b6a182e7f6d9e3df97b8902a9baba48d641071f41b4b0378684a3cb350,2,40999.84,Cold,Newbie,"1,1"
009a47070ffbc2ef93fb09c97c9bd1b18d8759e190447690f95ec4674a1e8c3c,2,104200.0,Warm,Newbie,"2,1"
009abd372ebd70c19e57b166537f9e999552249661d3b7410cec47e399eb151c,2,37434.92,Cold,Newbie,"1,1"
009fed2f33388ce504e0f0013a752d5ac28e2ecc6938d99db729519a2feaa730,2,98080.0,Warm,Newbie,"2,1"
00a10c66c65a80dcc48ce2546bdb75fc3ffb7ee05a4f30c51a4cb330f58f4f86,3,80799.0,Cold,Regular,"1,2"
00a3cf830b885f0ed79a13c9d77fabac027e99a86d3f76edfe67013458b868f6,3,119224.58,Warm,Regular,"2,2"
00a47a14736f4af3193285b2dc4838a103d193b155c452a5d3ec361f7fedcaa7,2,107900.0,Warm,Newbie,"2,1"
00a5350f61dee9977a97ba3d67edd3b6fcc0598e3ac25dc8371a983a588451b2,2,107800.0,Warm,Newbie,"2,1"
00a8bd396727106b530c5515c869506d3f8a68aed7cd7e4e10aa80f4eedbf35b,6,113680.0,Warm,Top,"2,3"
00a9d0c9d0699682112a5917ef07f722cee7fb397951d503380e26c28d4ea0d4,3,106999.28,Warm,Regular,"2,2"
00ac177d68ee40bd2e1d342cb904f5173e4c095e7012afce6a9036becdc3afeb,3,73378.66,Cold,Regular,"1,2"
00ae2cf19805dd62e568f220cb7878eca97df2a677d5b6f0acc60fb35e9e31f1,4,267500.0,Hot,Regular,"3,2"
00ae701d8a50107fad7de4591107bcca966250792ea121fd097c0238462cbab2,3,91367.76000000001,Warm,Regular,"2,2"
00aef676-02d3-410a-9529-cda34f92a0a6,2,58663.65,Cold,Newbie,"1,1"
00b2d75e9191fdca8b4c4f445249e542543c1297dd065a1d21e3858c48e84a3d,2,64100.0,Cold,Newbie,"1,1"
00b3d6d89364af9629a994d63f91c7519aa58d3bde5337a3b8ca05ba4bb011d4,7,203500.0,Hot,Top,"3,3"
00b4d1631575738249a61adc982eef0e0f6404b858fb27b54e416766c3915673,6,349916.64,Hot,Top,"3,3"
00b6c3a8-1499-48a9-92d1-db6b0fbda838,2,143250.0,Warm,Newbie,"2,1"
00b7f7ff77aa286906957311f9c68ec826df93cc80755385872bd4582a8ae8c3,2,105500.0,Warm,Newbie,"2,1"
00b80a86-6a20-4d23-9cec-2019f4551d0a,7,135425.33000000002,Warm,Top,"2,3"
00bb0229406114beaa2a3a06fd66c3bbe3f17e949b455af4363ea807e7c2e890,4,299700.0,Hot,Regular,"3,2"
00bb29e8-4a09-46a7-8029-ec15bd55a34b,3,40500.0,Cold,Regular,"1,2"
00bb561f3a192edb086dcee98c53458cd60033c746743a3f56fb7d89cd478954,2,122380.0,Warm,Newbie,"2,1"
00bebde1ce4886fc0f7df65a7cab4a0f52426eb6c9e6a43ea355a931bb77c6a4,4,249200.0,Hot,Regular,"3,2"
00c33d4f-a576-4646-87c3-644d4f6cca63,3,106903.63,Warm,Regular,"2,2"
00c6b770-903e-4c29-af2b-73a08f5449a3,4,199060.0,Hot,Regular,"3,2"
00c8ad7e7fdb4e3692f88f8efad9a9533cec892126e4d31bec2b7dde41774b89,2,10267.869999999999,Cold,Newbie,"1,1"
00c98d957210b2b4127ed65f473dae48ef5c06e1d0ee0ce7e8c71ad406a51a97,2,79900.0,Cold,Newbie,"1,1"
00cc0602-7f9d-4a08-84c2-d6b5cff6c1b1,6,106083.25,Warm,Top,"2,3"
00cd124af61e278fdd215acf05e341ed7765e27b5f4096a159817dadf5c1409c,5,255075.36,Hot,Top,"3,3"
00cd33a2e3ac8ac013c47ce89ae3740e0a162fd79c35b98bc9162d5f6eaee80b,4,128295.16,Warm,Regular,"2,2"
00ce996f773e821de7e8b250d94c5458b667b98b52b1cfc1b547cd14e83c07f3,2,53600.0,Cold,Newbie,"1,1"
00cfa51028fcfee555b6a164979ca882765a69478fbec8bc5b21eaa61b7d372c,17,143113.89,Warm,Top,"2,3"
00d02b17268dd2ae1725f2259029cd0777c04ba8189bae3e7c90b118b254082c,2,93100.0,Warm,Newbie,"2,1"
00d1c2fb0a3a928c9c162b84bd30d2d49cfc17fed8ba68bbe5a50eb668298c67,8,515166.67,Hot,Top,"3,3"
00d1ea0e99b4bdb60c59b283a3101a89320174ef21fcb7e897104d601c3ac186,7,525800.0,Hot,Top,"3,3"
00d3809d-f055-43c9-8126-8bff4bc2778f,4,201360.0,Hot,Regular,"3,2"
00d590cb4e697148cc911c9c1508495850c78221553d3d9cd315a23f526b7780,5,188600.0,Hot,Top,"3,3"
00d9832ce9b4a0e9f3caf096d50c2c3358f02f120c728aa8a02addd071154ed7,4,165799.2,Warm,Regular,"2,2"
00da52c4b64df7cd219732191e21364e1468edcc567efb254c67291862f41bdc,4,139499.28,Warm,Regular,"2,2"
00dafe714c9420aebd4aa2cb6d7c63449273b964758b713b2b146ed984908a17,2,97200.0,Warm,Newbie,"2,1"
00db330707892f2109045380f7efd69272b146c9bd1244ba0e54e3e02bcc3e5f,10,153169.61,Warm,Top,"2,3"
00dc1972-83b1-46aa-978c-901c492ccee3,6,288328.68,Hot,Top,"3,3"
00dceb66-f022-4794-a12d-67f2dd54d4f9,3,608300.0,Hot,Regular,"3,2"
00dd3d43-dd1c-444b-9c9e-e4b5e122153e,5,143999.76,Warm,Top,"2,3"
00de4775ea573925166f6b7c5c51c77b1feca5eaec8aef93b78fef564f3a0a85,3,37065.0,Cold,Regular,"1,2"
00df61e1fec560e667d75c0b7c5a7e8bf1ea5adf8e9201e621d7c1b3be82205d,5,444100.0,Hot,Top,"3,3"
00e2dfbbb9f4ed89a5f29fcde3467c960b7f8dfc15a30c33a635abaac7cd2f8c,4,149100.0,Warm,Regular,"2,2"
00e3a515562e2c6959d9d224ce269888e3dc9eb0ce17985effa0b7283ad5678b,2,76200.0,Cold,Newbie,"1,1"
00e7c0c2541f17465bd49768e24338ccaf2d8e6651632bd521ad29a99387245e,3,207499.84,Hot,Regular,"3,2"
00e7f35f3b04be62cc6d5a2fe5df8e7349b4ae3417d7e08ea65f8850ba91f4d9,2,79520.0,Cold,Newbie,"1,1"
00e8ff1a4bdea27a048e6fe6af8e35d579c35771f39f61e5835a2fa644d10496,3,431251.06,Hot,Regular,"3,2"
00eb49b025fa5a7cfeda04b3fbf3764268b0ff065be1d656e97f862df7f23245,6,213998.0,Hot,Top,"3,3"
00ec8c677395f0f5986849188f945dae31cde917ae294c0f76778ad30f5f3f86,2,56800.0,Cold,Newbie,"1,1"
00ed068b72824f32326d2100cbde02bc10e12c74394b7fad69f0f3d9172537f9,2,16895.67,Cold,Newbie,"1,1"
00ed2261954baf83be97b7c8a353b50219f3ed90a66d7b72a5f83c2e9d8ec213,2,93785.39,Warm,Newbie,"2,1"
00edc209-c68f-439c-8467-e1d76901988c,2,160000.0,Warm,Newbie,"2,1"
00ee90774ef6b141202608b1a8191a9c5f7eadb2d0400c7483bd4c237ab98025,4,220000.0,Hot,Regular,"3,2"
00efba63-3d37-4a31-ad53-c0f3956ec9e9,3,220740.0,Hot,Regular,"3,2"
00efe887b153b748b94fba9f95528667f54100233a15a7c28f71e6712d310bf0,4,238800.0,Hot,Regular,"3,2"
00f4d16615c340ad4802aeaf6ecf8688441ec23b7b48d98a8975643fe2292130,2,102940.0,Warm,Newbie,"2,1"
00f57c0c-de45-4c5b-8e5f-dbdb5ede5d92,5,158624.09,Warm,Top,"2,3"
00f6d9152feba57e60e6de081610ec3ecde0c1816708a7d734356c9cd885a4b6,2,54799.0,Cold,Newbie,"1,1"
00fa32598935a959336336bbcd61c2852875597f828c390513ef38e27964abfe,4,218084.15000000002,Hot,Regular,"3,2"
00fb00fba84f76f28e1ef3961063f0b6be8a057c71f715753e360b3191dee776,2,84760.0,Cold,Newbie,"1,1"
00fe102bac658c51781529db37b42fb1f8662449de18114f3d3136e7c13c3602,2,42100.0,Cold,Newbie,"1,1"
00fe1582-20d5-481c-bfe9-6e83a18cce33,3,90685.0,Warm,Regular,"2,2"
0100ee62fcf58f5a31a529798ce96fec69ef3f70a46776e851d0f551412add85,3,67936.2,Cold,Regular,"1,2"
0102bfc39dab9148c927d406049856638e24c6b1f5f434a3a78a92f24d979fd3,4,255090.49,Hot,Regular,"3,2"
0103e861-6eda-4b70-a416-a38375848a93,6,180980.28,Hot,Top,"3,3"
01060ee9-5411-48d8-828f-36841fd4067b,2,83119.76000000001,Cold,Newbie,"1,1"
0106cf9998308891cd6c990106733ea79d8293f2a58ab5dbdb7cfeb6ee5fd691,3,122010.0,Warm,Regular,"2,2"
010a9e5b8e5d7dbad9ca51833a2c151046fbdc2b47619cbc438eac333a482427,3,166500.0,Warm,Regular,"2,2"
010b88474f118edfa5052e932894238812ec73432c17602258a2a73073b9b4d1,5,336820.05,Hot,Top,"3,3"
010f996f-5267-4374-8dbc-1f8c6999b021,3,117780.0,Warm,Regular,"2,2"
011088cd691ea9bb138509e19115c908034b5108c715b95606ec8b1a85c0e945,2,117400.0,Warm,Newbie,"2,1"
0110f3f9d4f56f20c5f0a4b2ec7357b0c185f4b66c5a74bcc6191df9bd562f46,2,120568.56,Warm,Newbie,"2,1"
0115b03c6db4b5611ba50a9187f5567aad2f900ad721c1a522b14c7109e52d1a,3,89510.32,Warm,Regular,"2,2"
01168d13-c2a0-49ec-86a6-0587512d1fa9,2,20000.0,Cold,Newbie,"1,1"
011cc1b4e8faa30f52737e4408a72e91b24ae7f952d6cc6e2cde37df9f2dfdce,2,16835.21,Cold,Newbie,"1,1"
011cc238-9444-42d6-8e6c-67a85525dfbb,14,185559.68000000002,Hot,Top,"3,3"
0120046aae3ed18cfbb9f655d238443cd469cce998074cdf8ead99b3e8e679d9,3,50700.0,Cold,Regular,"1,2"
0121311cb2f3db8171f8706a27cc40ff1e850aa7e45c3e6ea1f0e96331260698,2,56300.0,Cold,Newbie,"1,1"
01230503-f592-4153-95b5-ea375e6a12f2,3,241620.0,Hot,Regular,"3,2"
012323aa-f8fb-4bd1-ad9d-dd5107bc9967,19,686450.47,Hot,Top,"3,3"
0126e79d02f806ed8fd6a53b0a2d48cc5a4a14a1b0cf66f2260adc8f8eeba38a,6,404000.0,Hot,Top,"3,3"
012b9018-0ed5-49a4-b05b-a30a5cf3e5fb,2,107400.0,Warm,Newbie,"2,1"
012c46f03bccda2c036e49733a50d78a142beae58201b6e68467661573f46902,3,124800.0,Warm,Regular,"2,2"
012e5f02-65a3-48ae-89ea-350b91b59f52,2,26400.0,Cold,Newbie,"1,1"
012f26e8-4037-4ae5-bc0e-5cdafc31dec1,2,85076.39,Cold,Newbie,"1,1"
01302fcf-14e6-4c71-a4f5-d3debef26b35,11,544461.16,Hot,Top,"3,3"
01313040c14b60a80be09ceb959d93e4a0ff0a8706b876811cf899003756b06d,2,100799.16,Warm,Newbie,"2,1"
013363d9d18a842ab83c52372c02c2d0a22c43d2d48d502ae8fc822065cad7a0,2,106216.67,Warm,Newbie,"2,1"
013376fc30f6cd7fc2dfd7b41f239411af724bd750b41f454a2dc5aa7cdb7b8e,6,336000.0,Hot,Top,"3,3"
0135d12d71b3f8d51aa8313f1b3a18dd1154f28348af1cd1871e77ff07c35d85,5,305000.0,Hot,Top,"3,3"
0138e6d7-c2fb-4d6d-aa68-d8c60f249743,7,173938.41,Warm,Top,"2,3"
013a69f9348abccfdf4e9118788932a608745be2c3791d4f35ad547a10c56237,2,27666.67,Cold,Newbie,"1,1"
013ac8721c9307f1d12f774035531d2feaa612136624cf1f77e503629adb7395,7,257000.0,Hot,Top,"3,3"
013bb53cc9e0312595219446f1cf32595d1326f597171eefdebd32c6a5549556,2,119780.0,Warm,Newbie,"2,1"
013df0ee617a9ae8b825264b1a468091e173adb712470e79283ed8ac4ffbec72,13,400579.83999999997,Hot,Top,"3,3"
013eee6f22e6a870b096b6923377d7fb0fdf0a6fc32dbed25f51cc855e49d784,2,205999.0,Hot,Newbie,"3,1"
013fa44e-46df-4f6e-b089-98ceed7184fb,2,26180.0,Cold,Newbie,"1,1"
014017d1-ca36-4542-9591-0aef555a5c11,4,22048.25,Cold,Regular,"1,2"
0140aad9e487f69ac81608cb56db9e9bc6155756efaad336f00e3477ca21e9eb,3,77019.76,Cold,Regular,"1,2"
01421481-3950-4fee-8dab-6073d0d96e90,2,104200.0,Warm,Newbie,"2,1"
01440183-1011-4acb-ba4b-17c156f334ec,7,193521.68,Hot,Top,"3,3"
014750561214fc9663f75577d532711e02d57ec1c2d369212be1afa47b9b8481,2,71117.65,Cold,Newbie,"1,1"
014d66b719484f47cdbaf61945e85907281c6fd3fd6bf87ccad0c0348b8176a1,7,121500.0,Warm,Top,"2,3"
014ea800f7c17e424f691cddbfff2f21df21ffba4b40303d4034db26e46ef351,2,49150.08,Cold,Newbie,"1,1"
014fa399942c09c2833fba0291730cfffc0b7f5aeb72e996826cada9053c9e9f,2,146200.0,Warm,Newbie,"2,1"
01509057-7ccf-4279-8945-c56aad87d327,3,226500.0,Hot,Regular,"3,2"
01516271ccfce4b76bded96a8b4e8790f3cf5a08a66906d73eaf300f2d44f089,7,804900.0,Hot,Top,"3,3"
0152bc118181b7b3334599d011e1eb05ede63f8d09a68892d2f7750c72fc5774,2,68500.0,Cold,Newbie,"1,1"
0155b4e9e69e42a3de33d3b2bb00596dfc0cb91b7e75844a19d1804a5bc2d44e,2,158200.0,Warm,Newbie,"2,1"
0157c5af-8bd3-4857-b4b7-ee605b3d96a8,2,184427.27000000002,Hot,Newbie,"3,1"
0159e124-6a71-430e-bcee-8de412ebe30d,3,174400.0,Warm,Regular,"2,2"
015ef1ce-6ee8-4bbb-9578-8811f32ea385,2,65940.0,Cold,Newbie,"1,1"
0169efd83ad04fa3961ccbfc3767e2f95d4903f05123fb46f0e68f23edb50004,4,105560.0,Warm,Regular,"2,2"
016a508b2dfa9127bdd7e88509161c82913adebf24ed572a480bed4dd7763925,2,96300.0,Warm,Newbie,"2,1"
016b64d9db2eb923456d99ef8a5b864b9de4d83947de6c2bdbbf9eca19a64f65,2,84400.0,Cold,Newbie,"1,1"
016d60c23e7c87141d12ff09e5cdaf3de7ee9e81e18cc17bded30fd78075fed8,4,145703.11,Warm,Regular,"2,2"
016d6cc56b32fd8007943c7d17c195e1dbb4ffd934f1f82f4de6cf05c9c6508c,2,59200.0,Cold,Newbie,"1,1"
016dc799-b575-4a03-99b8-5a04d34e5464,2,107799.0,Warm,Newbie,"2,1"
016eebb12f61066292906256deb36f514d088277cb7b66395fe91039b105e6be,2,110500.0,Warm,Newbie,"2,1"
016f8dde44af5745405320fa170120e7b7a5ab7e03b44500d2c3ff58d928ded6,2,77900.0,Cold,Newbie,"1,1"
017220315501494f6ddbdd38b74db8856870258ae31306c165a2d8b49b8e2016,4,68575.98,Cold,Regular,"1,2"
0173eb868bf6f69f26cd5d7b868e1657bbbb4cb6ab31f2c498dcd9d795818dd8,5,215617.42,Hot,Top,"3,3"
017715b6897247fe12bdd0e3848b8de1e975023c5bfe296a9dcf2f12e0039d63,2,61000.0,Cold,Newbie,"1,1"
01775cbf8bf5cb0bf23a56d184456c0fb60ba03e9d3791f1f4e54a678b8694a7,2,90600.0,Warm,Newbie,"2,1"
01785c5d01d0771f6a4966162a2710a5255c6bb5e805fd41939f9ad7a624314a,2,28600.0,Cold,Newbie,"1,1"
01792d1877cc82eeac4f6683bab079546151cfaec9950bfacc950015a06af2f8,5,110466.0,Warm,Top,"2,3"
0179eea2-8b0d-452c-a5a1-b98941b8f62a,4,126419.04,Warm,Regular,"2,2"
017a614362cf3883ab44e551c44b211ae8d13dbda9852adcf7be341f7022771b,2,85999.16,Cold,Newbie,"1,1"
017b941f-3d2f-4c07-ac64-65100aeba0f0,2,20000.0,Cold,Newbie,"1,1"
017c31046238d07b6e857489aa82f8ec4960068db9fb0c372a207428ce110702,2,140200.0,Warm,Newbie,"2,1"
017c86bba17f27e1cd7db603c73de2956c93ce52dce3bb4f93208ef1b5b3de7d,3,70458.8,Cold,Regular,"1,2"
017ce3f3f52a8e5676eca300ab907080df1f05d3b216a2a190707aeb56deb625,2,92498.32,Warm,Newbie,"2,1"
017d393c14e7d85c87c2b0773885cc532577f461b0b82bc5b467738ab5308676,2,142000.0,Warm,Newbie,"2,1"
017dad9f75b244f259308b734088bf0181ead113141dcd894fff4dbe06fede66,2,95359.68,Warm,Newbie,"2,1"
017ef49090d6a8b1342d3b23727129ad32f601bc72b4251ad427b6ccfecf5537,2,208600.0,Hot,Newbie,"3,1"
01827d71636cc10fb157cc2481bf85deade51b096920c28e320c731ccbf567bb,2,60290.0,Cold,Newbie,"1,1"
0183e8fadac27353414e8f53aa10fedcd8266c42475763fb11683fba95fc01cb,11,620280.0,Hot,Top,"3,3"
01881741-a565-4eb6-9e6b-08079582571c,4,160800.0,Warm,Regular,"2,2"
018b95d019e43929d4dbfabc590394cee817b05a5bb1c001112284157ce987c8,2,32100.0,Cold,Newbie,"1,1"
018c7e13-abde-4df1-8e09-377b76fafdbf,8,427795.93999999994,Hot,Top,"3,3"
018edc3b80560af9f70925992c330d6e074a5ce9607c16333c04a80be2917e05,15,268415.06,Hot,Top,"3,3"
018fc2dbdee9ba43b4858625bc04bb4e140fcf3b25881d23af9045c024856cca,2,82960.0,Cold,Newbie,"1,1"
019316a471602314bc6f26e006c76931b3014bbc2808ceed788724fa5594b4fe,2,140300.0,Warm,Newbie,"2,1"
0196bfcbabaee47e1945ea363615470eee3300a72fcc551a9338598f7950fc55,2,334368.87,Hot,Newbie,"3,1"
019872d58ffb71259cb29850638b958466f7dcf6ff8fb638f286be235416cd5a,4,401050.0,Hot,Regular,"3,2"
019886a52e88150a434ececf7b9441c4d778b3fdf724b8b947bcb4138be44be8,12,366870.0,Hot,Top,"3,3"
